image_name,brisque_transformed_mos,niqe_transformed_mos,MOS
5310307882.jpg,2.9679,4.0671,3.0099
5311906994.jpg,4.2775,3.871,3.4808
5312388504.jpg,4.264,4.369,3.4729
5314378959.jpg,3.2992,4.1474,1.9615
531477784.jpg,4.1995,2.8075,1.5047
5314923965.jpg,4.1861,3.8277,2.8654
5314968272.jpg,3.6871,4.3996,3.3394
5315386438.jpg,4.1205,4.2818,2.8421
5316693478.jpg,4.4548,3.824,3.1456
5317045814.jpg,4.608,4.2404,3.5392
5318008559.jpg,3.4137,3.4495,3.0545
5318152871.jpg,3.6321,3.864,2.8081
5318520232.jpg,4.2426,4.4513,2.6952
531889120.jpg,4.6858,4.6172,3.6321
5320165275.jpg,2.4799,4.2292,3.5146
5320512069.jpg,2.7125,3.8931,2.6903
5320573901.jpg,4.3285,3.4673,2.1682
5321706893.jpg,3.7914,3.5674,3.0727
5323028515.jpg,3.6734,4.1364,2.8378
5323106663.jpg,4.1994,4.2831,2.972
5323234112.jpg,4.1464,4.7933,2.91
5324909950.jpg,3.6646,4.0909,3.5278
5325140020.jpg,4.1753,3.7033,2.9541
5325398566.jpg,4.4143,2.9751,3.1028
5326008096.jpg,3.4117,3.6232,3.3077
5327737580.jpg,4.7564,3.9983,2.9417
5328075993.jpg,3.8615,4.2703,3.4404
5328147958.jpg,3.5458,4.0012,2.6667
5328853523.jpg,3.6492,4.4758,3.1475
5329486988.jpg,4.1002,4.5655,3.5865
5329734345.jpg,4.5165,4.2282,3.219
5333075930.jpg,4.4061,3.8176,3.6275
5333965568.jpg,4.2941,4.1317,3.7573
5334294455.jpg,3.5499,4.3076,3.5413
5335866018.jpg,3.143,4.1002,3.1028
5337216786.jpg,4.3409,3.7524,3.3798
5337507620.jpg,3.4922,4.4297,3.3333
5338193826.jpg,3.8658,3.8511,3.0
5339188116.jpg,3.153,4.3021,3.549
5341341783.jpg,4.3146,3.4099,2.1456
5341393819.jpg,4.8043,3.8216,3.6667
5342778275.jpg,4.5426,4.5277,3.0098
5342791481.jpg,3.9862,3.7131,2.2449
5343739846.jpg,2.3983,4.3386,2.7545
5344616817.jpg,3.8273,4.0187,3.2478
5346690387.jpg,2.9044,4.2108,2.951
5347056182.jpg,3.7594,3.2897,1.7157
5347293716.jpg,3.8208,4.846,3.44
5348237812.jpg,4.0036,4.1085,2.4455
5349969174.jpg,2.9291,3.9964,2.33
5352670374.jpg,3.8024,4.1072,3.4245
5352866440.jpg,4.7159,3.8661,4.0094
5353332977.jpg,4.2834,3.6427,2.4808
5353881693.jpg,4.4145,4.1798,3.0
5354068609.jpg,4.4359,4.2177,3.2784
5354173860.jpg,4.3665,4.2955,3.6154
535434144.jpg,4.7537,4.761,3.7692
5354698.jpg,4.4063,3.9321,3.8899
5354741393.jpg,4.6419,4.2048,3.1863
535787632.jpg,3.8636,4.1086,2.5253
5358352176.jpg,4.0732,3.7312,2.5098
5358640896.jpg,3.2603,4.0903,3.5248
5359127660.jpg,3.6812,4.0076,3.4752
5359274053.jpg,3.6841,4.1057,2.0385
5359786621.jpg,3.5208,4.4908,3.5657
5360175600.jpg,4.8445,4.4791,3.7727
5360940013.jpg,3.926,4.247,2.3679
5361947887.jpg,4.1326,3.929,3.3462
5362095529.jpg,4.2219,4.46,3.7745
5362140571.jpg,3.9386,4.0166,1.8889
5362664790.jpg,3.2321,4.1993,3.2857
5363058682.jpg,3.0329,3.8072,1.7238
5363442288.jpg,4.6961,3.6443,3.6698
5363486044.jpg,3.7417,4.1515,3.0381
5364140480.jpg,3.334,4.4785,3.41
5364427287.jpg,4.5153,3.8363,3.6226
5365003071.jpg,3.47,4.3447,3.5556
5365082886.jpg,4.9322,4.2703,3.4526
5367389511.jpg,3.4005,4.1913,3.1442
5369434001.jpg,3.3932,4.0199,1.6542
5370538873.jpg,3.8059,4.3791,2.93
5370637046.jpg,4.172,4.3724,3.6139
5370690667.jpg,4.6007,4.0777,3.4712
537074410.jpg,3.798,3.7949,2.4257
5371908851.jpg,2.6688,4.4282,3.3235
537232636.jpg,4.5331,4.6339,2.5288
5375536055.jpg,4.8789,4.7559,3.5091
5376228237.jpg,4.3291,3.5586,2.176
5377492041.jpg,4.2138,4.402,3.1792
5378725814.jpg,3.1616,4.6886,3.1
5379331695.jpg,3.8077,3.6277,3.1569
5380064296.jpg,4.2229,4.3547,3.0096
5382638405.jpg,3.6032,3.1527,2.6857
5382913872.jpg,4.3841,4.41,2.4766
5384624254.jpg,3.6171,4.0425,3.4679
5384977865.jpg,2.62,4.0314,2.9083
5385663967.jpg,3.9615,4.4441,3.4519
5385761239.jpg,4.9343,4.6159,2.83
5386032677.jpg,3.738,4.1035,2.7946
5387093344.jpg,4.5181,4.1528,3.211
5391319632.jpg,3.4629,4.1296,2.2963
5393136028.jpg,3.9798,3.0506,2.9615
5394508968.jpg,4.0492,4.4045,3.3832
5394548782.jpg,3.8646,4.2952,2.75
539524376.jpg,3.7749,4.2194,2.4059
5395790450.jpg,3.938,4.5435,2.25
5395880951.jpg,4.3846,2.5354,2.6389
5396644364.jpg,3.42,4.7325,3.6142
5398457925.jpg,3.2131,3.9817,2.4579
5398576953.jpg,4.5111,4.2448,3.415
5398610144.jpg,4.6443,4.1997,3.0667
5399186343.jpg,3.7131,4.0868,3.215
5399327452.jpg,3.1922,3.3388,3.303
5399475116.jpg,3.7918,3.8547,3.6038
5400709579.jpg,4.6854,3.9091,3.5333
540261908.jpg,2.7179,4.569,2.9175
5402750878.jpg,4.4307,4.5458,2.3069
5402777838.jpg,4.2063,3.9956,2.1359
5403603296.jpg,4.9896,4.7182,3.7172
5404092797.jpg,3.9218,4.9104,3.6316
5406869186.jpg,4.2744,4.3566,3.0
5407049859.jpg,3.0052,4.0184,3.6796
5407907045.jpg,4.7127,4.3088,2.8713
5407931669.jpg,4.049,4.249,3.5794
5408161730.jpg,4.1564,4.4114,2.1574
5408602889.jpg,3.9175,4.6204,3.6696
5409637634.jpg,4.9042,4.0013,3.5714
5409793551.jpg,3.745,4.1676,3.2381
5409841653.jpg,4.382,4.1523,3.5688
5409949181.jpg,4.2999,4.6117,3.5505
5411857475.jpg,4.6502,4.119,3.1354
5412162988.jpg,3.8813,3.8647,3.7075
5413723205.jpg,4.1881,4.4887,3.8468
5414089487.jpg,3.0041,4.6789,3.824
5414221487.jpg,3.7869,4.3607,3.7255
5414222209.jpg,4.111,4.3468,3.7767
5416465084.jpg,4.1834,4.1217,2.8819
5416851305.jpg,3.0299,4.2156,2.7143
5417875149.jpg,3.2685,4.2046,2.4762
5418130754.jpg,3.2977,4.0377,1.789
5419570020.jpg,4.1836,4.2416,3.3786
5419962760.jpg,2.7292,4.5214,3.5922
5420001635.jpg,4.8478,4.6751,3.9423
5420375203.jpg,4.1274,4.3021,3.6078
5421015027.jpg,4.1982,3.8757,3.3805
5421157000.jpg,4.1969,3.6049,2.902
5421731776.jpg,3.4737,4.0123,3.0367
5422446412.jpg,3.2552,4.3825,3.7547
5422890420.jpg,4.2582,3.7784,2.9065
5423246371.jpg,4.0781,4.3025,3.5189
5423639636.jpg,4.2131,4.6683,3.216
5423986833.jpg,3.2589,4.1483,2.8922
5426014939.jpg,4.3819,4.1379,2.94
5426100555.jpg,1.7227,4.1532,3.051
5427956048.jpg,4.5213,4.3709,3.3942
5430572465.jpg,4.1498,4.2234,3.5577
5431342278.jpg,2.8767,4.3253,2.1226
5432792987.jpg,3.9569,3.7334,2.2353
5433364879.jpg,4.3048,4.0134,2.1389
5433512452.jpg,3.3399,4.5471,3.3271
5434458853.jpg,4.6316,4.6691,3.419
5434982423.jpg,4.4581,4.4895,2.3796
5435410945.jpg,4.5139,4.5928,3.729
5436078668.jpg,4.9695,4.4968,3.9459
5436442410.jpg,3.4371,4.4577,3.5505
5437565452.jpg,4.3607,3.33,3.3524
5437634548.jpg,4.8062,4.7874,3.2
5438123525.jpg,3.9755,3.7372,2.5333
5438275650.jpg,4.0146,4.2659,3.2267
5438289269.jpg,3.6403,3.4545,3.02
5441628490.jpg,3.1418,4.0667,3.798
5442770752.jpg,3.6101,4.0462,2.87
5443109303.jpg,4.2435,4.2961,3.1636
5443343893.jpg,3.8944,4.3237,3.2574
5443561588.jpg,3.3951,4.6578,2.6893
5443888755.jpg,4.5188,4.2054,3.1154
5444850191.jpg,4.5312,4.179,3.4286
5445781988.jpg,4.6471,4.296,3.708
5445842177.jpg,4.6973,4.4796,3.3725
5446222117.jpg,4.4538,4.366,3.6762
5446650089.jpg,3.2492,4.6352,3.2816
5447010296.jpg,4.0444,4.3311,3.0404
5447287552.jpg,4.8659,4.2144,3.5312
5447567442.jpg,4.288,3.9278,3.4862
5447858710.jpg,4.7258,4.6628,3.3962
5448376373.jpg,2.9626,4.6022,3.9612
5449529114.jpg,3.0529,4.4318,3.7117
545103098.jpg,2.6534,4.359,1.3208
5451071783.jpg,4.3242,3.8691,3.2353
5451526397.jpg,4.77,4.1189,3.3962
5453819984.jpg,4.4833,4.7224,3.4587
5453875819.jpg,2.6452,4.0064,3.3281
5454031554.jpg,4.4714,4.0001,3.8317
5454884110.jpg,4.4897,4.5881,3.8857
5454942480.jpg,4.5443,4.0064,3.3178
5455599246.jpg,4.1173,4.0434,3.1296
5456329601.jpg,4.3783,3.5471,3.2991
5456373866.jpg,3.9479,4.1479,2.3178
5457535055.jpg,4.5159,4.0419,3.3551
5458771275.jpg,3.3856,4.0904,3.2315
5459231907.jpg,4.5875,4.5908,3.6635
5459372516.jpg,4.3626,3.9894,3.4504
5459749774.jpg,4.6784,4.3561,2.8308
5461710344.jpg,3.7752,4.2038,2.9151
5462153314.jpg,4.8948,4.7553,3.6916
5462654627.jpg,4.1893,4.5428,3.8037
5463672195.jpg,4.9966,4.4059,3.1524
5463929157.jpg,3.3415,4.309,2.5094
5464134286.jpg,2.8025,3.7304,3.1176
5464519026.jpg,4.1657,4.1749,2.8654
5465127384.jpg,4.6577,3.7558,3.3048
5466371904.jpg,4.6767,4.4187,4.1869
5467862729.jpg,3.5642,4.1132,3.7778
5468320493.jpg,2.1078,3.7405,3.5096
5468530650.jpg,4.3857,3.9904,3.5
5468577486.jpg,3.2399,3.3101,2.68
5468605223.jpg,4.6905,4.8502,3.271
5468768534.jpg,4.3665,4.7486,3.5534
5469380265.jpg,4.1516,4.0925,3.1321
5470588240.jpg,4.7474,4.561,3.8
5471871046.jpg,4.58,4.141,2.3273
5474201544.jpg,3.7006,4.1885,3.3774
5474715935.jpg,3.591,4.2723,3.4412
5476657075.jpg,4.4161,4.3436,3.396
5477401446.jpg,4.295,4.0226,3.0
5478338784.jpg,3.5359,4.3022,3.5588
5478338919.jpg,4.5692,4.458,3.7182
5478757587.jpg,4.9354,4.4415,3.5455
5479353117.jpg,4.3634,4.3588,3.0098
5479751565.jpg,4.4662,4.41,3.47
5480071347.jpg,4.0903,4.2242,3.6111
5480462577.jpg,3.5507,4.1624,2.8252
5480545191.jpg,3.1731,4.2404,2.1339
5480693901.jpg,3.6135,4.8541,3.6891
5480778835.jpg,4.5324,3.0303,3.1296
5480952207.jpg,4.7167,4.3396,2.9904
5481249377.jpg,3.4319,4.1473,2.3636
5482033930.jpg,3.8559,4.3968,3.5096
5482786130.jpg,4.4103,4.3821,3.787
5483050895.jpg,3.5891,4.5499,3.5149
5483224233.jpg,3.6901,4.2499,3.2245
5483273817.jpg,3.1764,3.8726,3.049
5483514140.jpg,4.8886,4.9294,3.8214
5483567910.jpg,3.5184,4.5235,3.5327
5483697378.jpg,3.4553,3.9704,2.8962
5483904990.jpg,4.8255,4.0807,2.9537
5484179033.jpg,4.425,4.299,3.4216
5484776927.jpg,3.3469,4.3537,3.729
5485090581.jpg,3.5813,3.3934,2.5481
5485536219.jpg,3.47,3.9979,2.6124
5485752257.jpg,4.3306,4.3862,3.8365
5487306011.jpg,3.3581,4.2832,3.0938
5487766524.jpg,4.3297,3.3329,2.8879
5487845072.jpg,3.2307,3.7119,2.6635
5489335291.jpg,4.3888,4.7577,3.7982
5489747456.jpg,3.7687,4.0099,2.9143
5490633123.jpg,4.4109,3.3868,3.1727
5491791732.jpg,4.7354,4.2773,3.9189
5492807512.jpg,4.2184,3.4718,3.2617
5492904052.jpg,3.2397,3.9177,2.76
5493295509.jpg,4.4567,3.854,3.5888
5494614015.jpg,4.6255,3.863,3.3208
5494859211.jpg,3.9958,4.4002,2.1188
549547230.jpg,4.0653,3.6523,2.835
5495551820.jpg,4.5755,4.4105,2.7308
5495773051.jpg,4.0726,4.3625,3.1981
5496213154.jpg,4.872,4.2241,3.7273
5496219084.jpg,4.6149,4.4811,3.8788
5498003598.jpg,3.5161,4.0237,3.4257
5498162547.jpg,3.5474,4.0889,2.9252
5498204974.jpg,3.3125,4.1844,2.2376
5500159889.jpg,3.3558,4.0536,2.3495
5500570132.jpg,3.4665,4.0001,3.2353
5501090896.jpg,4.1818,4.084,3.2642
5502038719.jpg,4.1836,4.3586,3.3824
5503696409.jpg,3.2319,4.3832,3.0
5503983536.jpg,4.1003,4.2656,3.4324
5504474324.jpg,3.1396,4.2804,2.9505
5505340753.jpg,4.2369,3.7784,2.6789
5505953336.jpg,3.9408,3.4792,1.7477
5506212777.jpg,4.2998,4.2242,3.1929
5506716444.jpg,2.9607,4.4748,3.2963
5507113852.jpg,2.9915,4.7286,3.3243
5507499346.jpg,2.7034,3.8187,2.0
5508053398.jpg,3.8012,4.0955,3.6577
5508282751.jpg,4.5811,4.3644,3.7593
5508551413.jpg,4.3993,4.0686,2.06
5511460602.jpg,4.0989,3.9868,2.7333
5511925995.jpg,4.9982,4.3037,3.7982
5512214624.jpg,4.2488,4.2859,2.3535
5512989538.jpg,4.3154,4.9281,3.5965
5513320745.jpg,3.3844,4.3852,3.4216
5513852883.jpg,4.3933,4.2026,3.3173
5513962677.jpg,4.0201,3.2117,3.4667
5514669907.jpg,4.9102,4.4761,3.8056
5514988242.jpg,4.9511,4.648,3.2791
5517184431.jpg,4.8468,4.0936,3.3964
5517232825.jpg,4.4767,4.2205,3.5225
5517472829.jpg,3.2705,4.5172,3.8018
5519011400.jpg,4.4941,3.9832,2.9823
5519858461.jpg,4.0032,4.3856,3.4697
5519904752.jpg,3.5853,4.0171,2.3426
5520092588.jpg,4.9433,3.8594,2.8491
5522198347.jpg,3.6983,3.4702,2.6636
5524014245.jpg,3.9243,4.1619,3.2273
5525531268.jpg,3.7803,4.1342,2.7611
552629141.jpg,3.1765,3.9975,2.1495
5526408007.jpg,4.4325,4.2276,3.0762
5527632049.jpg,4.3078,4.1608,3.5504
5527745877.jpg,1.8694,4.2346,4.1071
5527892107.jpg,3.3535,4.1652,3.3942
5528731780.jpg,3.8648,3.937,3.5278
5529240672.jpg,4.5728,4.4714,3.2308
5529298204.jpg,4.9837,4.4813,3.4554
5529999885.jpg,3.5115,3.7952,3.2358
5530039463.jpg,3.688,4.3169,2.8636
5530579735.jpg,4.0668,3.8558,2.5304
5531191792.jpg,4.2311,4.1497,2.5
5531274580.jpg,4.5085,4.3235,3.5347
5532612839.jpg,4.6707,4.0187,3.2039
5533176494.jpg,4.354,3.3192,2.62
5533236075.jpg,3.7151,2.9144,3.5047
5533853499.jpg,3.8751,3.9362,3.2205
5534328979.jpg,3.8698,4.113,2.8302
5534680063.jpg,4.8873,4.1145,3.5684
5535054309.jpg,4.2155,3.9758,2.3636
5535937496.jpg,3.6393,2.7426,2.8431
5536150022.jpg,2.9574,4.0587,1.8627
5536240490.jpg,4.6517,4.6588,2.8077
5536386046.jpg,4.5022,4.4492,3.7075
5536798233.jpg,4.2983,3.8771,3.2772
5536900966.jpg,3.4866,3.6586,3.785
5537272633.jpg,3.6301,3.8979,2.283
5537911913.jpg,4.1591,3.4821,3.4388
5538859369.jpg,4.2901,4.0581,3.4904
5539522093.jpg,4.5247,4.7166,3.4948
5540094499.jpg,3.4216,3.9267,3.5196
5540702638.jpg,4.3068,4.5421,3.6286
5541438392.jpg,2.9458,4.1547,2.717
5542509126.jpg,4.3609,4.1014,3.7196
5543296873.jpg,4.5012,3.968,3.5728
5543308408.jpg,4.6471,4.471,3.8396
5544109408.jpg,4.3337,3.9644,3.1145
5544820783.jpg,4.1225,4.206,2.6019
5545551375.jpg,3.4924,4.0437,3.2913
5546833927.jpg,4.8283,4.3579,3.1871
5546979604.jpg,4.2261,4.2867,3.5755
5547599151.jpg,4.3678,4.1174,2.5524
5550230387.jpg,4.1471,4.0638,3.2214
5552453199.jpg,4.5443,4.5362,3.3394
5552904756.jpg,4.8627,4.4247,3.6
5553150523.jpg,3.6798,4.3063,2.9612
5554016525.jpg,2.2357,4.3495,3.9065
5554413140.jpg,4.4192,3.4819,3.7383
5554551412.jpg,4.5615,4.2495,2.2315
5554808879.jpg,3.4711,3.9983,3.8585
5557351990.jpg,4.4432,4.1994,2.4673
5558342101.jpg,4.8061,4.1501,3.3365
5559771526.jpg,2.9981,3.8499,3.0283
5560114332.jpg,2.8569,4.151,2.6569
5561303733.jpg,4.677,4.1835,2.3143
5561541116.jpg,3.755,4.1079,2.713
5561556380.jpg,4.2444,4.2088,3.2315
5561903765.jpg,4.8332,3.7158,3.0811
5562631980.jpg,4.2492,4.5351,3.6981
5562990409.jpg,4.7601,4.7865,3.6604
5563391138.jpg,1.7646,3.8662,2.77
5564289750.jpg,3.4742,4.4826,3.8532
5564570846.jpg,3.3948,3.8875,3.59
5564762599.jpg,4.9104,4.6714,3.8519
5564925519.jpg,3.5121,3.9376,2.3592
5565514955.jpg,3.5614,4.3432,2.802
5565922078.jpg,4.564,4.1555,3.4365
5566203819.jpg,3.6108,3.9318,2.4851
556649487.jpg,4.6251,4.5044,3.1524
5568534829.jpg,3.3637,3.9964,3.1753
5569285371.jpg,4.9641,4.1939,3.5909
5569562301.jpg,4.2607,4.0327,2.4615
5569876905.jpg,3.4483,4.4125,2.785
5570837854.jpg,4.2957,3.8671,3.0192
5571612935.jpg,4.7299,4.6554,3.3551
5571768533.jpg,4.5716,4.4848,3.0177
5571835679.jpg,4.5412,4.0683,2.2818
5572325411.jpg,4.5316,4.4291,3.708
5572898913.jpg,3.7913,3.7816,1.8679
5573315618.jpg,4.1347,4.3168,2.7315
5573453953.jpg,3.2777,3.878,3.0095
5573505825.jpg,4.0787,4.62,3.6981
5573708083.jpg,4.1648,4.4887,3.0762
5574048372.jpg,3.6,4.1284,3.4151
5575057872.jpg,4.5243,4.2904,3.1068
5575661562.jpg,4.5167,3.5308,3.8878
5577238906.jpg,3.9091,4.1382,3.7364
5577299644.jpg,4.4475,3.705,2.9737
5577977748.jpg,3.5269,4.1903,2.0273
5578143578.jpg,4.9787,4.3529,3.6127
5580400310.jpg,4.1842,3.9736,3.1111
5580904626.jpg,4.0379,4.8587,3.7143
5581852297.jpg,3.9199,4.2559,2.1776
5583866722.jpg,3.2454,4.1568,2.5196
5585956743.jpg,4.4089,4.3579,3.34
5586376319.jpg,3.8159,3.8384,3.2039
5586890749.jpg,4.6451,4.1774,3.53
558820165.jpg,3.7638,2.2815,3.3393
5588234773.jpg,4.1697,3.9542,2.0
5588363134.jpg,4.4604,4.455,3.2547
5588569639.jpg,4.3848,4.5379,3.6796
5588623277.jpg,1.8439,3.912,3.6796
5588665887.jpg,4.5005,4.5017,3.5556
5589406824.jpg,3.7277,4.0248,2.54
5590179803.jpg,4.6168,4.3812,3.1584
5590319772.jpg,4.1106,3.1152,2.5347
5592031827.jpg,4.6151,3.5247,3.0
5592815589.jpg,4.5663,4.2024,3.19
5593028853.jpg,3.7079,4.3709,3.2524
5594109805.jpg,4.4309,3.7298,3.625
5594332636.jpg,3.0935,4.8441,3.5941
5594349841.jpg,4.9147,4.2199,3.581
5594639206.jpg,3.7488,4.2252,3.2647
5594665184.jpg,3.8248,4.7697,3.4286
5596136215.jpg,2.9805,3.9818,3.177
5596270310.jpg,3.0473,3.9138,3.219
5597029310.jpg,3.1808,4.077,2.63
5597221402.jpg,3.9376,3.8295,3.1481
5597328203.jpg,3.9682,4.0476,2.8056
5598111719.jpg,4.1278,4.6376,3.1856
5599500585.jpg,4.4785,4.5132,3.0291
5599655175.jpg,3.5596,4.4234,3.783
5599685670.jpg,3.4178,3.8903,3.3558
560054684.jpg,4.0781,3.7965,1.8515
5601711871.jpg,3.5895,3.8696,3.7387
5602088551.jpg,4.0793,4.0782,3.4685
5602195949.jpg,4.7028,4.715,3.5636
5602472061.jpg,3.7314,3.7361,3.3173
5602672763.jpg,3.6279,3.6363,3.3519
5602815566.jpg,3.3535,4.0239,3.4
5604745238.jpg,3.3348,4.1342,2.0866
5605845677.jpg,4.5989,4.0829,2.713
5606263347.jpg,3.045,4.0702,1.8396
5606634799.jpg,4.5449,3.9543,3.4356
5606693622.jpg,4.5334,4.3943,3.2719
5607542951.jpg,3.0566,3.8656,2.785
5609386026.jpg,4.7541,4.6109,3.0385
5610005411.jpg,4.1727,4.62,3.5701
5611311337.jpg,3.4382,4.0652,2.1905
5611315745.jpg,3.964,4.2639,2.5566
561215186.jpg,4.487,3.9695,3.3645
5612537234.jpg,4.2323,4.6009,3.7238
5613119527.jpg,4.6189,4.6546,2.6321
5613166397.jpg,4.1241,3.9548,2.4299
5615226673.jpg,3.8119,3.8859,2.1827
5616548747.jpg,4.5662,4.5344,3.7647
5617741019.jpg,1.5994,4.0535,3.6214
5617865491.jpg,4.9298,4.2874,2.9709
5619348479.jpg,3.4595,3.1309,2.5047
5619807447.jpg,3.9564,4.275,3.4804
5621762674.jpg,4.7311,4.3939,3.9619
5621947330.jpg,3.7714,4.2895,3.5821
5622280405.jpg,4.4553,4.2266,2.3611
5622618497.jpg,4.2856,4.5503,3.6729
5623266706.jpg,4.3733,3.9457,3.5446
5625316207.jpg,3.977,4.3439,3.3023
5625825104.jpg,4.2244,4.7307,3.4476
5626243539.jpg,2.6583,4.0668,2.6857
5627315065.jpg,4.6788,4.4527,3.7838
56278886.jpg,3.8865,3.8195,2.6176
5627914510.jpg,4.1642,4.348,3.4857
5628057241.jpg,4.5424,4.2789,3.4722
5628498882.jpg,4.6516,4.4306,3.5882
5628766419.jpg,3.7875,4.1137,2.7576
5628885328.jpg,4.1486,4.1849,3.451
5629171325.jpg,4.9576,4.1195,3.3796
562942809.jpg,2.7154,3.585,1.7953
5630657407.jpg,4.1215,4.1514,3.4953
5630751358.jpg,4.7324,4.4271,3.8947
5631242230.jpg,4.2422,4.342,3.2897
5631644954.jpg,3.4739,4.0137,2.7699
5631740117.jpg,4.6816,4.6203,3.898
5632060967.jpg,3.8549,4.2971,3.3796
5633412794.jpg,4.3967,4.4694,3.6139
563363297.jpg,3.4917,2.896,2.6429
5634507491.jpg,2.2965,4.3439,2.8738
5634844318.jpg,3.053,3.9816,2.6442
563494328.jpg,3.654,3.5789,1.9358
5635139040.jpg,4.3133,4.5737,3.4697
5636641388.jpg,3.8243,4.1899,3.2752
5637731734.jpg,4.1492,4.0581,3.7387
5642132751.jpg,3.465,4.1865,3.0
5642698379.jpg,2.9884,4.0532,2.6786
5643675511.jpg,3.0222,3.7658,1.6944
5643887824.jpg,1.3158,3.6111,3.5
5643888483.jpg,2.4885,4.0446,3.0189
5644640425.jpg,4.9875,4.6406,3.51
5644717504.jpg,4.598,3.7397,2.7615
5645210616.jpg,3.5973,4.6934,3.7158
5645276165.jpg,2.0745,4.1787,3.4381
5645356042.jpg,3.9972,4.2533,3.5588
5645503965.jpg,4.832,4.4212,2.9706
5645568177.jpg,4.4884,4.228,3.0286
5645669819.jpg,4.9111,4.4631,2.9906
5645990670.jpg,4.702,4.2928,2.73
5646094610.jpg,4.1608,3.829,3.1111
5646137718.jpg,3.72,3.9488,2.708
5646738672.jpg,3.9348,4.0048,3.3143
5647215115.jpg,4.0037,4.3227,3.3814
5647243489.jpg,3.3167,4.4365,3.1188
564783596.jpg,4.5426,4.475,3.5377
5648003529.jpg,4.7511,4.4909,3.783
5649238461.jpg,4.1129,3.942,2.7573
5650073370.jpg,4.5889,4.2991,3.8654
5650628470.jpg,4.0069,4.0508,3.0721
5651165439.jpg,4.3686,4.3322,3.7736
5651460875.jpg,4.9052,4.5561,3.5849
5651646348.jpg,3.7863,3.6085,3.4712
5652034742.jpg,3.0915,4.0998,3.2871
5652671086.jpg,3.8498,4.0254,2.36
5655651548.jpg,4.8798,4.3463,2.1858
5656494008.jpg,4.781,4.4958,3.6286
5656752407.jpg,4.5563,4.4522,3.7925
5657214180.jpg,4.3098,4.4176,3.6769
5657622409.jpg,4.4325,4.2149,3.4327
5657799294.jpg,2.7992,4.1612,2.3178
5658520618.jpg,3.471,4.4718,3.1682
5659520017.jpg,4.2851,4.0625,2.9126
5660004991.jpg,3.7236,3.9357,2.514
5660186741.jpg,4.3928,4.5747,2.3894
5660281772.jpg,4.0943,4.0744,1.7228
5661464368.jpg,4.931,4.2978,3.932
5663852709.jpg,4.1279,2.262,2.9524
5664036497.jpg,4.1227,3.9735,3.7404
5664282389.jpg,4.2706,4.1852,3.4953
5664632199.jpg,1.2624,3.7591,3.1019
5665181716.jpg,4.4311,4.6322,3.5077
5665436785.jpg,4.6342,4.2424,3.5905
5666081630.jpg,4.4911,4.123,3.5727
5666479112.jpg,4.3437,4.2523,3.4091
5667464271.jpg,3.0384,4.2525,3.7143
5667961686.jpg,3.9335,4.4566,3.7391
5669528587.jpg,3.688,4.6214,3.3107
5669648365.jpg,3.3779,4.4328,3.1837
5670774641.jpg,4.4025,4.1004,3.5294
5670925520.jpg,4.234,4.0202,3.7905
5671199285.jpg,3.9265,4.0758,2.3238
5671296107.jpg,4.059,4.1227,3.0
5671373340.jpg,4.838,4.2454,3.4393
5671581323.jpg,4.8752,4.4071,3.6602
5673447503.jpg,4.4465,4.2304,3.22
5673514295.jpg,3.9941,4.7695,3.5963
5674214513.jpg,4.9066,4.7906,3.7182
5674445474.jpg,4.8402,4.3267,3.4078
5676561526.jpg,4.3158,4.5011,3.1593
5677116051.jpg,4.0013,4.495,3.7156
5678174838.jpg,4.7697,4.49,3.2736
5679411319.jpg,4.3428,4.2367,3.5926
5679420644.jpg,4.3888,4.263,3.6055
5679431462.jpg,3.6456,4.1398,3.75
5680237187.jpg,4.8011,4.5447,3.9038
5680314396.jpg,4.2635,3.9479,2.75
5680571645.jpg,3.6608,3.9832,2.1456
5680623261.jpg,4.0453,3.9041,3.3925
5681154520.jpg,4.4806,4.2784,3.4327
5681785926.jpg,4.1742,4.2917,3.3232
5681801478.jpg,4.4577,4.1059,2.7431
5682574149.jpg,4.722,4.1217,2.8586
5682778748.jpg,4.0485,4.2362,2.6471
5683735781.jpg,3.5576,4.0161,3.1698
5683736894.jpg,4.2176,4.1816,2.1786
5684082265.jpg,4.4567,4.4756,3.5524
5684508410.jpg,4.3915,4.2823,3.9459
5684894057.jpg,4.1101,4.0897,3.18
5684960466.jpg,4.101,4.5786,2.0
5685134916.jpg,4.7492,3.6882,3.31
5685822958.jpg,4.5878,4.3825,3.9712
5685877023.jpg,4.0986,4.1709,2.9143
5687490427.jpg,3.7325,3.7769,2.6161
5689072971.jpg,4.2956,3.5156,2.7449
5690703973.jpg,4.238,3.9725,2.6095
5690945868.jpg,4.9781,3.7295,3.7407
5690961665.jpg,4.315,3.9189,3.82
5691962850.jpg,4.3147,4.8333,3.8661
5692339429.jpg,2.721,4.2393,3.6857
5692807668.jpg,4.2038,4.2249,2.4952
5692933688.jpg,2.7536,4.516,3.7212
5692969991.jpg,2.9046,4.3291,3.7019
5693602630.jpg,3.7051,3.592,2.73
5694228883.jpg,3.7381,4.2966,3.6509
5695511111.jpg,4.3062,4.0287,3.4679
5698690184.jpg,4.1397,4.4596,3.4158
5699749992.jpg,4.3168,4.9948,3.4476
5699762014.jpg,4.0472,4.68,3.4854
5700146083.jpg,4.0539,4.3066,3.7
