image_name,brisque,MOS_zscore_transformed_to_brisque_scale,niqe_transformed_to_brisque_scale
5498204974.jpg,42.1869,66.3113,20.3891
5500159889.jpg,41.1061,64.275,23.6602
5500570132.jpg,38.3378,36.0144,24.9979
5501090896.jpg,20.4538,38.2436,22.8997
5502038719.jpg,20.411,34.95,16.0357
5503696409.jpg,44.2029,44.8302,15.4208
5503983536.jpg,22.4923,33.5111,18.3608
5504474324.jpg,46.5093,45.7569,17.9911
5505340753.jpg,19.0767,53.521,30.5395
5505953336.jpg,26.4796,79.7269,38.02
5506212777.jpg,17.5044,37.7704,19.3958
5506716444.jpg,50.9832,38.225,13.1301
5507113852.jpg,50.2115,33.4853,6.7859
5507499346.jpg,57.4155,73.5567,29.5319
5508053398.jpg,29.969,26.3147,22.6134
5508282751.jpg,10.4724,25.6908,15.8897
5508551413.jpg,15.0187,73.6214,23.2841
5511460602.jpg,22.5273,53.8384,25.3305
5511925995.jpg,0.0439,26.8475,17.4087
5512214624.jpg,18.7793,63.9564,17.8535
5512989538.jpg,17.1155,30.653,1.7965
5513320745.jpg,40.3893,32.2861,15.3693
5513852883.jpg,15.1682,37.2723,19.9359
5513962677.jpg,24.4972,33.0,44.7085
5514669907.jpg,2.2447,24.5438,13.0984
5514988242.jpg,1.223,37.4041,8.7997
5517184431.jpg,3.8296,33.0,22.6588
5517232825.jpg,13.0836,32.9283,19.4885
5517472829.jpg,43.2369,24.2606,12.0698
5519011400.jpg,12.6465,45.8562,25.42
5519858461.jpg,24.9199,30.1442,15.3602
5519904752.jpg,35.3671,63.5735,24.573
5520092588.jpg,1.4173,50.0022,28.5154
5522198347.jpg,32.5433,56.375,38.2452
5524014245.jpg,26.8921,39.0402,20.9519
5525531268.jpg,30.4921,52.0553,21.6446
552629141.jpg,45.5881,69.4621,25.0633
5526408007.jpg,14.1884,43.9754,19.3089
5527632049.jpg,17.3044,29.2972,20.9797
5527745877.jpg,78.2653,15.5833,19.1358
5527892107.jpg,41.1618,36.1674,20.869
5528731780.jpg,28.3802,31.1123,26.5752
5529240672.jpg,10.6802,39.5558,13.2144
5529298204.jpg,0.4073,33.3438,12.9683
5529999885.jpg,37.2116,38.9665,30.1197
5530039463.jpg,32.8011,49.5,17.0782
5530579735.jpg,23.3294,57.8935,28.6052
5531191792.jpg,19.2233,59.4623,21.258
5531274580.jpg,12.2884,33.5298,16.9129
5532612839.jpg,8.2325,40.6607,24.5327
5533176494.jpg,16.1503,56.8939,42.0194
5533236075.jpg,32.123,29.775,52.1406
5533853499.jpg,28.1223,36.8631,26.5954
5534328979.jpg,28.254,49.6473,22.1748
5534680063.jpg,2.817,28.1611,22.1384
5535054309.jpg,19.6132,62.9237,25.6061
5535937496.jpg,34.0185,50.8879,56.4355
5536150022.jpg,51.0658,76.7944,23.5323
5536240490.jpg,8.7079,51.0065,8.5305
5536386046.jpg,12.444,27.4767,13.771
5536798233.jpg,17.5433,38.8598,28.0714
5536900966.jpg,37.8339,26.0672,33.5358
5537272633.jpg,34.2482,65.9263,27.5519
5537911913.jpg,21.0232,30.7656,37.9484
5538859369.jpg,17.7474,33.225,23.5468
5539522093.jpg,11.8836,29.3155,7.0848
5540094499.jpg,39.4612,27.7854,26.832
5540702638.jpg,17.331,27.2944,11.4466
5541438392.jpg,51.3547,54.2542,21.1325
5542509126.jpg,15.9774,26.0022,22.4638
5543296873.jpg,12.4712,30.5907,25.8008
5543308408.jpg,8.8214,23.2375,13.2241
5544109408.jpg,16.6574,40.9277,25.8909
5544820783.jpg,21.9364,57.1711,19.8497
5545551375.jpg,37.6889,35.5208,23.9083
5546833927.jpg,4.2917,37.8265,16.0533
5546979604.jpg,19.3482,27.1071,17.8314
5547599151.jpg,15.8044,58.3726,22.0644
5550230387.jpg,21.3225,37.9949,23.4044
5552453199.jpg,11.3918,37.0562,11.596
5552904756.jpg,3.4315,29.0148,14.3828
5553150523.jpg,33.0053,45.7569,17.3418
5554016525.jpg,69.1085,17.9122,16.2625
5554413140.jpg,14.5208,26.4832,37.9525
5554551412.jpg,10.9632,67.8252,18.7622
5554808879.jpg,38.2217,20.4457,25.0437
5557351990.jpg,13.9189,59.7942,20.0147
5558342101.jpg,4.8468,38.1038,21.2467
5559771526.jpg,50.0475,45.7563,28.7533
5560114332.jpg,53.5783,55.35,21.2238
5561303733.jpg,8.0758,65.1439,20.4134
5561541116.jpg,31.1241,54.6836,22.3028
5561556380.jpg,18.8911,40.0088,19.7803
5561903765.jpg,4.1688,43.859,32.1039
5562631980.jpg,18.7689,26.6703,11.6218
5562990409.jpg,5.9981,27.763,5.3384
5563391138.jpg,80.8844,53.133,28.3452
5564289750.jpg,38.144,18.6903,12.9358
5564570846.jpg,40.1307,27.2477,27.8131
5564762599.jpg,2.2398,22.2677,8.2161
5564925519.jpg,37.1977,63.7788,26.5607
5565514955.jpg,35.9658,54.0413,16.4201
5565922078.jpg,10.8998,31.1667,21.112
5566203819.jpg,34.731,61.3403,26.7045
556649487.jpg,9.3729,39.9978,12.389
5568534829.jpg,40.9063,41.692,25.0908
5569285371.jpg,0.8986,29.395,20.1533
5569562301.jpg,18.4817,60.7701,24.1826
5569876905.jpg,38.7923,51.5975,14.6873
5570837854.jpg,17.6074,44.1704,28.3237
5571612935.jpg,6.753,35.7267,8.614
5571768533.jpg,10.7098,45.3039,12.881
5571835679.jpg,11.4707,65.8625,23.2916
5572325411.jpg,11.7099,25.4375,14.2717
5572898913.jpg,30.2185,77.6384,30.4601
5573315618.jpg,21.6326,52.9664,17.0805
5573453953.jpg,43.0587,44.0505,28.0508
5573505825.jpg,23.0318,25.7112,9.4998
5573708083.jpg,20.8805,45.4865,12.7823
5574048372.jpg,34.9991,35.3882,21.7908
5575057872.jpg,11.8923,42.6496,17.739
5575661562.jpg,12.0823,24.385,36.7291
5577238906.jpg,27.2729,27.8263,21.5438
5577299644.jpg,13.8136,47.9935,32.3744
5577977748.jpg,36.8272,71.7115,20.2431
5578143578.jpg,0.5331,27.5561,16.1768
5580400310.jpg,20.3938,43.0752,25.6596
5580904626.jpg,24.0529,27.1402,3.5318
5581852297.jpg,27.0019,70.5375,18.6037
5583866722.jpg,43.8649,59.125,21.0811
5585956743.jpg,14.7777,37.5069,16.0518
5586376319.jpg,29.6019,38.2146,29.0409
5586890749.jpg,8.8718,30.525,20.5659
558820165.jpg,30.9054,36.0321,67.9631
5588234773.jpg,20.7578,74.6355,26.1444
5588363134.jpg,13.49,35.6518,13.6245
5588569639.jpg,15.3802,26.2102,11.5517
5588623277.jpg,78.9022,23.9567,27.2
5588665887.jpg,12.4863,28.2359,12.457
5589406824.jpg,31.8068,59.3394,24.381
5590179803.jpg,9.5806,42.525,15.4695
5590319772.jpg,22.2338,59.7361,47.1202
5592031827.jpg,9.6214,44.6942,36.8833
5592815589.jpg,10.8414,37.6357,19.9393
5593028853.jpg,32.302,38.1659,15.7274
5594109805.jpg,14.2273,25.961,31.7549
5594332636.jpg,47.6634,30.3509,3.897
5594349841.jpg,2.1318,26.9292,19.502
5594639206.jpg,31.2801,39.525,19.3694
5594665184.jpg,29.3804,34.3996,5.7566
5596136215.jpg,50.4885,42.613,25.4539
5596270310.jpg,48.8174,39.1286,27.1545
5597029310.jpg,45.4795,56.7,23.0756
5597221402.jpg,26.5597,41.8446,29.2623
5597328203.jpg,25.7953,51.4712,23.8093
5598111719.jpg,21.8044,41.4071,9.0589
5599500585.jpg,13.0378,46.1853,12.1709
5599655175.jpg,36.0088,23.6121,14.4151
5599685670.jpg,39.5542,37.3851,27.7432
560054684.jpg,23.0484,78.9427,30.0863
5601711871.jpg,35.263,25.7288,28.261
5602088551.jpg,23.0174,32.7885,23.0451
5602195949.jpg,7.4293,28.4167,7.1256
5602472061.jpg,31.716,39.1689,31.5984
5602672763.jpg,34.3028,38.3625,34.0932
5602815566.jpg,41.1631,33.2271,24.4037
5604745238.jpg,41.6292,72.9905,21.6442
5605845677.jpg,10.0285,53.7697,22.9271
5606263347.jpg,48.8755,78.8413,23.2455
5606634799.jpg,11.3771,31.1748,26.1414
5606693622.jpg,11.6656,38.4769,15.1436
5607542951.jpg,48.5853,51.3581,28.361
5609386026.jpg,6.1487,43.2921,9.7279
5610005411.jpg,20.6815,30.9202,9.5005
5611311337.jpg,39.0453,68.527,23.371
5611315745.jpg,25.8989,57.4554,18.4032
561215186.jpg,12.8258,36.5044,25.7627
5612537234.jpg,19.1918,27.4295,9.9767
5613119527.jpg,9.5287,57.3305,8.6346
5613166397.jpg,21.8965,61.4804,26.1298
5615226673.jpg,29.7015,69.0064,27.8533
5616548747.jpg,10.8442,24.525,11.6396
5617741019.jpg,85.0144,28.2121,23.663
5617865491.jpg,1.7542,46.0889,17.8161
5619348479.jpg,38.5121,58.7714,46.7275
5619807447.jpg,26.0906,35.2706,18.1249
5621762674.jpg,6.7223,18.6792,15.152
5621947330.jpg,30.7161,25.6184,17.7624
5622280405.jpg,13.6182,62.7416,19.3348
5622618497.jpg,17.8601,27.8697,11.2418
5623266706.jpg,15.6679,32.1081,26.3585
5625316207.jpg,25.5744,35.6426,16.4022
5625825104.jpg,19.3895,32.854,6.7332
5626243539.jpg,58.5413,55.3407,23.3297
5627315065.jpg,8.0291,26.1603,13.6833
56278886.jpg,27.837,57.5385,29.5115
5627914510.jpg,20.8944,31.9977,16.3
5628057241.jpg,11.4401,30.5327,18.0266
5628498882.jpg,8.7105,30.027,14.2352
5628766419.jpg,30.3123,52.7039,22.1587
5628885328.jpg,21.2856,30.5907,20.3781
5629171325.jpg,1.0605,37.675,22.0121
562942809.jpg,57.1149,78.7972,35.3742
5630657407.jpg,21.9623,33.2797,21.2142
5630751358.jpg,6.6907,22.6875,14.323
5631242230.jpg,18.9449,37.1643,16.4508
5631644954.jpg,38.1528,51.9181,24.6565
5631740117.jpg,7.96,22.7788,9.4927
5632060967.jpg,28.6274,34.5513,17.5732
5633412794.jpg,15.0816,27.975,13.2652
563363297.jpg,37.7073,55.7756,52.5989
5634507491.jpg,67.5878,49.0541,16.4022
5634844318.jpg,48.6745,56.0377,25.4605
563494328.jpg,33.6492,74.3188,35.5264
5635139040.jpg,17.1673,30.8125,10.6577
5636641388.jpg,29.3934,37.346,20.2521
5637731734.jpg,21.2697,25.5531,23.5476
5642132751.jpg,38.3744,45.9861,20.3374
5642698379.jpg,50.2907,54.1824,23.671
5643675511.jpg,49.4446,83.6892,30.8554
5643887824.jpg,92.105,30.6959,34.7228
5643888483.jpg,62.7874,46.6757,23.8854
5644640425.jpg,0.3121,31.8647,8.9861
5644717504.jpg,10.051,53.4425,31.5075
5645210616.jpg,35.0674,24.0361,7.6639
5645276165.jpg,73.1384,36.4189,20.5324
5645356042.jpg,25.0698,27.75,18.6669
5645503965.jpg,4.1996,46.4357,14.4688
5645568177.jpg,12.7897,43.7027,19.2989
5645669819.jpg,2.2221,42.5759,13.4233
5645990670.jpg,7.4511,54.7225,17.6793
5646094610.jpg,20.9812,43.4089,29.2748
5646137718.jpg,31.9988,54.8382,26.2788
5646738672.jpg,26.6299,37.8616,24.8794
5647215115.jpg,24.9071,34.1565,16.9323
5647243489.jpg,42.0834,43.6181,14.0873
564783596.jpg,11.4353,33.4894,13.1255
5648003529.jpg,6.2233,24.529,12.7263
5649238461.jpg,22.1763,51.3415,26.4502
5650073370.jpg,10.2784,23.4103,17.5223
5650628470.jpg,24.8275,43.7392,23.7294
5651165439.jpg,15.7859,20.0024,16.6956
5651460875.jpg,2.371,30.3482,11.0974
5651646348.jpg,30.3414,30.8162,34.7865
5652034742.jpg,47.712,36.0938,22.5047
5652671086.jpg,28.756,62.7717,24.3645
5655651548.jpg,3.0051,67.6358,16.3421
5656494008.jpg,5.4752,30.7703,12.6038
5656752407.jpg,11.0913,22.813,13.6956
5657214180.jpg,17.2562,24.0354,14.5605
5657622409.jpg,14.1866,31.7547,19.6274
5657799294.jpg,55.02,66.6571,20.9707
5658520618.jpg,38.2248,39.4978,13.2061
5659520017.jpg,17.8715,48.729,23.4374
5660004991.jpg,31.9107,59.7605,26.607
5660186741.jpg,15.179,62.6029,10.6333
5660281772.jpg,22.6415,81.2429,23.14
5661464368.jpg,1.7245,22.5402,17.5551
5663852709.jpg,21.803,48.6391,68.4504
5664036497.jpg,21.9323,26.4,25.6629
5664282389.jpg,18.2339,32.3125,20.3712
5664632199.jpg,93.4391,40.4397,31.0231
5665181716.jpg,14.2226,28.166,9.195
5665436785.jpg,9.144,28.7328,18.9397
5666081630.jpg,12.7234,31.2478,21.9253
5666479112.jpg,16.4072,34.3142,18.6933
5667464271.jpg,49.0389,25.8824,18.6874
5667961686.jpg,26.6633,22.7017,13.5842
5669528587.jpg,32.7994,36.4571,9.4656
5669648365.jpg,40.5532,40.9472,14.1795
5670774641.jpg,14.9367,33.0757,22.4908
5670925520.jpg,19.15,23.0694,24.4938
5671199285.jpg,26.8379,65.2568,23.1044
5671296107.jpg,23.526,47.4932,21.9332
5671373340.jpg,4.0512,31.3795,18.8642
5671581323.jpg,3.1196,25.9722,14.8213
5673447503.jpg,13.8374,40.1147,19.2409
5673514295.jpg,25.1463,29.6723,5.7629
5674214513.jpg,2.3346,28.05,5.2357
5674445474.jpg,3.995,32.1912,16.8326
5676561526.jpg,17.1047,42.0126,12.473
5677116051.jpg,24.9672,25.5819,12.6261
5678174838.jpg,5.7582,36.7206,12.7499
5679411319.jpg,16.4302,29.2246,19.082
5679420644.jpg,15.2791,26.4151,18.426
5679431462.jpg,33.8606,27.4068,21.5053
5680237187.jpg,4.9728,20.9933,11.3814
5680314396.jpg,18.412,51.5975,26.3032
5680571645.jpg,33.4806,68.973,25.4188
5680623261.jpg,23.8671,34.1149,27.3983
5681154520.jpg,12.9842,33.675,18.0395
5681785926.jpg,20.6455,38.0117,17.707
5681801478.jpg,13.5565,53.3649,22.3536
5682574149.jpg,6.9508,48.6597,21.9569
5682778748.jpg,23.7869,56.9397,19.096
5683735781.jpg,36.061,39.0127,24.5974
5683736894.jpg,19.5599,67.6081,20.4592
5684082265.jpg,13.5814,30.7367,13.1109
5684508410.jpg,15.2123,19.9958,17.9424
5684894057.jpg,22.2476,39.675,22.7584
5684960466.jpg,22.4745,73.8645,10.5354
5685134916.jpg,6.2706,36.3303,32.7958
5685822958.jpg,10.306,20.3304,15.4381
5685877023.jpg,22.5351,47.2902,20.7264
5687490427.jpg,31.6873,55.7051,30.5781
5689072971.jpg,17.6101,53.8142,37.1089
5690703973.jpg,19.0491,55.3235,25.6876
5690945868.jpg,0.5483,25.037,31.7631
5690961665.jpg,17.1241,23.0849,27.0267
5691962850.jpg,17.1332,22.0705,4.1675
5692339429.jpg,56.9752,27.9783,19.0171
5692807668.jpg,19.9047,61.9109,19.3776
5692933688.jpg,56.1599,27.0658,12.0995
5692969991.jpg,52.3856,28.0946,16.7725
5693602630.jpg,32.3716,55.7788,35.2006
5694228883.jpg,31.5476,28.5522,17.5849
5695511111.jpg,17.3456,35.5651,24.2836
5698690184.jpg,21.5087,30.5873,13.509
5699749992.jpg,17.0804,32.431,0.1303
5699762014.jpg,23.8189,31.5878,8.0009
5700146083.jpg,23.652,26.945,17.3356
5700224418.jpg,32.1774,49.1284,23.2341
5700592133.jpg,15.6951,24.0871,10.4157
5700803236.jpg,32.3613,36.0275,27.7754
5701016184.jpg,20.9043,54.9076,33.8158
5701314350.jpg,21.3629,24.458,17.3161
5702257196.jpg,38.8929,48.4939,17.7695
5705716016.jpg,36.6773,61.1758,26.6278
5706720351.jpg,34.9602,69.7437,31.6099
5706891854.jpg,64.4241,33.7366,13.5816
5707035849.jpg,39.2396,34.4103,6.9803
5707149624.jpg,67.3878,23.6794,25.7881
5707373155.jpg,25.8308,46.75,17.3058
5707521864.jpg,10.0494,34.3872,16.7455
5708496664.jpg,9.1319,37.7456,18.386
5709659001.jpg,18.9723,78.9427,31.8691
5711022887.jpg,17.8808,36.8739,29.1807
5712901839.jpg,6.6052,49.8028,15.6988
5713375255.jpg,26.3702,67.4602,16.5944
5714331882.jpg,8.6827,38.025,19.7995
5715854575.jpg,25.278,53.1419,37.8286
5716274912.jpg,13.3063,30.7214,20.1039
5717976598.jpg,26.5734,61.9808,27.7218
5718858871.jpg,15.0899,30.0425,6.5506
5719070301.jpg,32.6318,62.7454,21.1082
5719459427.jpg,32.2487,28.0946,10.8624
5719653094.jpg,32.8167,82.708,25.5934
5720139957.jpg,13.4252,45.6985,16.7148
5720446079.jpg,17.834,53.4852,36.0195
5723599109.jpg,34.2197,44.9735,23.907
5724255636.jpg,28.7448,55.3929,23.7058
5724656586.jpg,21.5107,34.8718,13.401
5725492383.jpg,47.5811,36.1935,26.6597
5726241150.jpg,37.5891,23.9609,25.1021
5726507119.jpg,5.4393,58.166,4.5822
5727760730.jpg,13.2889,40.6554,37.09
5727908818.jpg,29.7748,46.7746,24.3174
5731936449.jpg,39.6318,34.5197,24.8189
5732256845.jpg,16.6474,63.8374,32.536
5734064610.jpg,41.3602,50.3326,38.2059
5734560437.jpg,14.5429,42.6603,27.4447
5734758076.jpg,14.8687,34.2336,31.9809
5737344773.jpg,57.4491,31.3361,12.4638
5737901450.jpg,51.901,23.7273,13.6524
5739537678.jpg,14.5651,53.8718,20.6387
5740000928.jpg,24.0946,30.9895,33.7634
5740846112.jpg,24.6234,44.1964,43.7852
5741757504.jpg,25.4228,47.563,16.9654
5743028880.jpg,9.5205,37.6803,22.8455
5745624995.jpg,32.0244,44.2171,22.7335
5746249801.jpg,46.1575,31.2065,22.213
5746784745.jpg,34.1781,53.625,24.472
5747013682.jpg,20.437,71.925,28.1328
5748221179.jpg,28.5323,39.1327,33.3394
5748620149.jpg,39.2243,43.0179,23.274
5748824865.jpg,14.6315,57.8973,20.9222
5748929912.jpg,30.6257,56.0168,18.3814
5748977191.jpg,11.4399,40.5508,18.5334
57501165.jpg,75.903,48.1017,28.2595
5750644508.jpg,54.2154,37.9954,41.6523
5751931658.jpg,22.1099,50.6353,38.0218
5752124692.jpg,15.3852,23.475,20.9975
5752256334.jpg,4.8404,44.3618,20.4854
5756343761.jpg,0.8515,24.2297,8.267
5756631011.jpg,17.1089,40.8041,22.9569
5756854423.jpg,23.4091,57.3784,41.1924
5759402144.jpg,17.8465,22.0259,14.8467
5761420767.jpg,10.9629,43.2414,19.4572
5761873238.jpg,32.9024,57.4554,23.069
5762320263.jpg,32.2789,63.8508,34.8796
5763062464.jpg,13.2915,26.2232,12.0187
5763573511.jpg,19.1875,55.2542,13.3519
5764115414.jpg,23.0149,28.2857,24.9099
5764514076.jpg,58.6349,70.992,22.9905
5765377670.jpg,12.6406,30.1335,34.9461
5765859594.jpg,18.8983,25.8978,26.423
5766806996.jpg,33.3162,76.3812,30.3014
5768167934.jpg,79.3343,16.359,13.9891
5770080490.jpg,32.883,34.3866,14.5759
5771711136.jpg,21.3425,40.0819,16.4288
5771887382.jpg,29.6963,73.9034,39.5139
5773170451.jpg,23.5073,37.4535,28.237
5773721595.jpg,4.4499,42.9292,20.4488
5775598450.jpg,52.4596,18.4679,7.3998
5777168643.jpg,4.9682,34.4103,3.5851
5777912776.jpg,17.8971,29.0642,9.7881
5780360656.jpg,12.7065,22.875,9.7226
5782679543.jpg,24.3508,40.3174,12.4369
5782924074.jpg,24.9998,25.3093,32.7586
5782928744.jpg,44.271,37.6597,63.8977
5783124720.jpg,33.9671,69.2039,26.6364
5784134624.jpg,49.1299,58.9487,20.5623
5784673341.jpg,22.7576,35.5438,15.8704
5785719824.jpg,27.358,71.0417,29.0567
5786083032.jpg,21.9239,43.8845,18.1121
5786468844.jpg,15.4067,30.25,5.9139
5786557550.jpg,3.0717,34.6081,26.3944
5788614098.jpg,25.5809,41.027,24.4306
5788815207.jpg,18.7609,33.0,13.9572
5789601551.jpg,23.7444,46.4336,17.0
5790219836.jpg,45.0155,38.767,15.6954
5791107273.jpg,14.4032,47.9531,21.5955
5791949308.jpg,19.9326,70.7348,24.3623
5794649659.jpg,30.6293,39.8628,19.9842
5794758875.jpg,7.1299,50.4491,14.3542
5795183898.jpg,58.1958,32.5696,35.1121
5796436033.jpg,31.3218,39.2562,7.3564
5796747370.jpg,24.6673,27.5,15.3058
5796923587.jpg,59.603,32.6071,19.7932
5797735856.jpg,32.1457,56.1,26.6632
5798200461.jpg,13.3504,28.7674,14.4182
5798775388.jpg,41.2827,50.1629,23.0644
5799422140.jpg,36.1134,55.223,4.0168
5802112389.jpg,32.9129,30.25,16.5593
5802569891.jpg,42.2047,46.2416,30.017
5803562101.jpg,25.5491,34.8165,45.6908
5803914327.jpg,11.9237,56.7095,23.2845
5804026649.jpg,18.0188,22.2542,27.4211
5804325450.jpg,19.2143,40.2924,34.6751
5804399322.jpg,20.8952,27.1174,38.4415
5805622077.jpg,28.4937,38.7909,37.6708
5805954950.jpg,30.0421,27.1529,25.4796
5807050277.jpg,40.0613,47.0023,23.0322
5807238153.jpg,16.2338,40.0047,29.5124
5807318968.jpg,13.4359,48.4513,28.1879
5808715060.jpg,19.1494,41.5395,23.2491
5809947698.jpg,52.1959,89.2768,23.8873
5812785774.jpg,12.487,23.9397,17.2267
5812840397.jpg,22.0438,29.0513,23.0978
5813122725.jpg,25.7642,33.8938,22.0649
5813266787.jpg,25.0426,57.0134,15.4722
5815446993.jpg,17.1187,37.8242,16.4853
5817880168.jpg,2.234,30.8807,12.5265
5819286075.jpg,5.7595,22.4583,20.7575
5820186062.jpg,24.527,44.7164,23.5543
582148952.jpg,23.7922,30.1272,8.5286
5821971629.jpg,3.348,54.777,20.2751
5822039641.jpg,20.1778,23.7346,15.1453
5822093825.jpg,11.4552,21.3125,18.925
5822768427.jpg,31.0156,31.4055,20.0335
5824082232.jpg,31.8274,51.975,22.25
5825243642.jpg,36.2711,88.9599,27.4316
5825508500.jpg,45.7212,78.1458,21.9638
5825939601.jpg,2.6928,21.2879,6.1428
5827032065.jpg,23.5001,53.625,22.437
5827460813.jpg,24.9791,39.7119,30.7817
5828251146.jpg,57.1658,43.8678,36.1062
5828254727.jpg,33.9045,45.7095,26.1619
5829241861.jpg,33.8177,48.4104,36.5757
5829966131.jpg,33.4314,71.1181,23.8064
5830228003.jpg,6.5098,35.4444,26.7465
5830956184.jpg,15.6199,36.8864,25.9933
5831302222.jpg,36.322,56.2818,15.8208
5831366691.jpg,26.8566,40.975,23.1849
5833229623.jpg,17.727,33.7569,20.2407
5834781945.jpg,57.2866,31.9239,27.0331
5835525141.jpg,49.9392,28.65,17.1998
5836498446.jpg,17.6521,32.3708,14.0174
5837969940.jpg,25.9756,29.5862,41.5995
5838329706.jpg,24.5664,42.3096,12.7629
5838518725.jpg,38.2288,34.1892,22.334
5838794545.jpg,15.5961,39.6,12.458
5839623776.jpg,45.4238,45.1892,21.794
5839793009.jpg,27.6785,35.6613,27.2272
5842712003.jpg,27.513,29.6416,23.5383
5842931891.jpg,15.0537,30.0972,13.1926
5844622887.jpg,8.308,32.161,10.9086
5844813103.jpg,68.0817,60.8793,26.3983
5844921100.jpg,0.7195,31.3077,15.4348
58449294.jpg,26.0327,49.3636,26.748
5846011911.jpg,22.6432,63.1014,41.25
5846078806.jpg,1.4111,22.6875,15.3793
5847384440.jpg,20.2917,30.0536,34.0424
5847408057.jpg,21.8779,25.2611,21.4537
5847946773.jpg,43.6848,56.1295,34.6457
5848411050.jpg,21.0197,20.5878,10.1722
5849166675.jpg,32.1225,58.2897,25.6625
5849249346.jpg,6.96,22.5789,12.0704
5849666747.jpg,11.3175,28.2196,5.2982
5850096725.jpg,37.6342,63.3,24.1243
5853259008.jpg,12.0682,30.2987,15.7751
5854130158.jpg,60.218,39.875,10.0213
5856115357.jpg,27.9724,47.8649,25.6779
5856265647.jpg,10.8483,24.0429,14.3584
5858971250.jpg,16.3009,32.3067,22.9894
5859309993.jpg,25.1028,28.0641,44.0958
5863209284.jpg,17.6588,33.4812,32.7471
5864167034.jpg,35.5473,54.4353,28.7953
5864866052.jpg,24.401,46.9266,27.2733
5865132229.jpg,1.1013,42.0819,28.8496
5866448510.jpg,34.0918,30.9189,7.5175
5866763424.jpg,27.3032,26.6794,12.1784
5867990992.jpg,40.444,59.1848,29.284
5868900850.jpg,26.3705,17.0203,24.3591
5869276624.jpg,42.9729,42.8394,24.7315
5869591890.jpg,13.4868,29.714,23.6726
5870845920.jpg,19.3281,27.5257,23.957
5870955720.jpg,60.2338,25.2897,16.154
5871068150.jpg,15.549,37.229,24.0346
5871213191.jpg,19.9481,22.9475,16.4389
5871593028.jpg,16.1174,35.483,18.6668
5871779223.jpg,13.9416,51.9115,26.7466
5873610214.jpg,12.7239,49.2848,5.481
5875925963.jpg,39.435,45.2692,19.8467
5876051594.jpg,20.9404,28.875,21.2148
5876597412.jpg,17.9363,42.0323,18.5578
5876691783.jpg,7.7412,25.1959,15.6512
5876722447.jpg,27.3303,41.3301,23.113
5877192304.jpg,30.6692,41.031,18.4309
5877272501.jpg,1.8131,20.8043,7.6758
5879690252.jpg,26.4436,35.2434,34.6559
5879706162.jpg,32.395,28.771,15.1441
5880149356.jpg,74.875,46.9028,36.2354
5880272825.jpg,21.8804,24.2522,19.6907
5880662445.jpg,30.0461,82.9459,20.3363
5881048001.jpg,24.9487,35.609,31.8591
5881856929.jpg,13.0091,43.2721,11.2367
5884343005.jpg,32.4928,26.3858,10.6061
5884382109.jpg,8.1602,36.8782,29.1084
5884690824.jpg,5.0614,35.8473,19.8071
5884745280.jpg,39.4602,54.3916,20.078
5884906716.jpg,14.96,28.8051,1.3483
5885686436.jpg,46.9809,28.8051,20.1359
5886060405.jpg,24.6514,28.1875,23.3604
5886086971.jpg,25.7219,55.0529,27.4145
5886709832.jpg,26.3375,29.7717,25.1678
5887130142.jpg,16.6561,71.9929,22.7839
5887175840.jpg,57.5765,65.5541,18.7073
5887936508.jpg,25.5196,30.25,19.5109
5888106239.jpg,11.6783,26.6652,13.9754
5889219072.jpg,6.0565,31.6128,13.6084
5890294263.jpg,29.3091,36.3884,39.7926
5890423400.jpg,11.6519,33.1398,26.4528
5890641011.jpg,46.9049,35.8761,30.1975
5890838382.jpg,37.5764,38.625,20.993
5891304676.jpg,52.6936,46.7733,20.9564
5891409099.jpg,21.9125,33.5946,34.0792
5891437045.jpg,18.5028,38.1944,25.5829
5891588921.jpg,45.8194,24.75,13.3836
5892461244.jpg,33.9915,24.8898,22.5691
5893291303.jpg,21.2855,35.8947,18.0089
5893652818.jpg,56.128,81.2868,22.4271
5894107324.jpg,20.7063,34.3397,21.4511
5894875244.jpg,20.9859,23.3621,10.7826
5895424608.jpg,45.1311,56.375,36.046
5895477446.jpg,12.6259,24.225,16.5477
5896106502.jpg,19.8526,25.7206,46.1402
5897145842.jpg,31.3826,71.5932,18.4419
5897660924.jpg,25.9375,46.1075,23.0754
5898928772.jpg,18.8895,44.5046,15.9042
5899300375.jpg,31.6264,60.075,58.5402
5899684696.jpg,16.4997,58.2611,20.1958
5900853532.jpg,9.1215,49.3486,21.9628
5901488995.jpg,25.8139,58.5945,25.9614
5901783769.jpg,9.4203,36.2283,16.1787
5902359095.jpg,4.5487,32.854,8.0613
5903525428.jpg,15.6652,29.351,15.9673
5903878980.jpg,30.5921,32.3061,8.3145
5903930781.jpg,56.0497,27.233,11.3556
5904148188.jpg,9.2982,47.1685,13.1743
5905146921.jpg,60.9924,46.4725,18.1726
5905277829.jpg,54.7542,42.9139,25.9653
5906203942.jpg,19.1831,46.1416,15.7653
5906327236.jpg,5.8994,33.3526,20.4189
5906517609.jpg,31.5317,30.9013,19.1028
5906582267.jpg,44.405,29.025,7.4318
5906624117.jpg,0.2753,30.3568,8.728
5906952351.jpg,12.4833,20.729,9.0154
5907004909.jpg,43.0291,82.5,31.6823
5908187685.jpg,40.027,51.7344,36.2873
5909804133.jpg,11.5136,51.3581,21.5757
